logg,Teff,Z,a,b
4.5,12500.0,-4.5,0.1536,0.2723
5.0,12500.0,-4.5,0.1516,0.274
2.5,13000.0,-4.5,0.168,0.2902
3.0,13000.0,-4.5,0.158,0.2798
3.5,13000.0,-4.5,0.1535,0.2728
4.0,13000.0,-4.5,0.1505,0.2698
4.5,13000.0,-4.5,0.1486,0.2691
5.0,13000.0,-4.5,0.1466,0.2704
2.0,14000.0,-4.5,0.1909,0.3028
2.5,14000.0,-4.5,0.1606,0.2927
3.0,14000.0,-4.5,0.1496,0.2791
3.5,14000.0,-4.5,0.145,0.2694
4.0,14000.0,-4.5,0.1419,0.2647
4.5,14000.0,-4.5,0.14,0.2628
5.0,14000.0,-4.5,0.1381,0.2634
2.5,15000.0,-4.5,0.1542,0.2965
3.0,15000.0,-4.5,0.1424,0.2794
3.5,15000.0,-4.5,0.1377,0.2669
4.0,15000.0,-4.5,0.135,0.26
4.5,15000.0,-4.5,0.1329,0.2572
5.0,15000.0,-4.5,0.1311,0.2569
2.5,16000.0,-4.5,0.149,0.301
3.0,16000.0,-4.5,0.1355,0.2811
3.5,16000.0,-4.5,0.1309,0.2657
4.0,16000.0,-4.5,0.1288,0.2564
4.5,16000.0,-4.5,0.1269,0.2522
5.0,16000.0,-4.5,0.1254,0.2508
2.5,17000.0,-4.5,0.1453,0.3057
3.0,17000.0,-4.5,0.1286,0.2841
3.5,17000.0,-4.5,0.1245,0.2654
4.0,17000.0,-4.5,0.1227,0.2539
4.5,17000.0,-4.5,0.1214,0.2481
5.0,17000.0,-4.5,0.12,0.2458
2.5,18000.0,-4.5,0.1438,0.3101
3.0,18000.0,-4.5,0.1226,0.2872
3.5,18000.0,-4.5,0.1179,0.2662
4.0,18000.0,-4.5,0.1169,0.2523
4.5,18000.0,-4.5,0.1161,0.2449
5.0,18000.0,-4.5,0.1151,0.2416
2.5,19000.0,-4.5,0.1454,0.3142
3.0,19000.0,-4.5,0.1179,0.2902
3.5,19000.0,-4.5,0.1117,0.2673
4.0,19000.0,-4.5,0.1111,0.2514
4.5,19000.0,-4.5,0.1105,0.2429
5.0,19000.0,-4.5,0.11,0.2385
3.0,20000.0,-4.5,0.1141,0.294
3.5,20000.0,-4.5,0.1064,0.2685
4.0,20000.0,-4.5,0.1054,0.251
4.5,20000.0,-4.5,0.1052,0.2412
5.0,20000.0,-4.5,0.105,0.2361
3.0,21000.0,-4.5,0.1114,0.2988
3.5,21000.0,-4.5,0.1014,0.2707
4.0,21000.0,-4.5,0.1003,0.2507
4.5,21000.0,-4.5,0.1,0.2398
5.0,21000.0,-4.5,0.1,0.2342
3.0,22000.0,-4.5,0.1098,0.3042
3.5,22000.0,-4.5,0.0972,0.2739
4.0,22000.0,-4.5,0.0954,0.2515
4.5,22000.0,-4.5,0.0954,0.2386
5.0,22000.0,-4.5,0.0952,0.2325
3.0,23000.0,-4.5,0.1094,0.3101
3.5,23000.0,-4.5,0.0932,0.2785
4.0,23000.0,-4.5,0.0907,0.2537
4.5,23000.0,-4.5,0.0908,0.2388
5.0,23000.0,-4.5,0.0908,0.2314
3.0,24000.0,-4.5,0.1103,0.3164
3.5,24000.0,-4.5,0.0899,0.2836
4.0,24000.0,-4.5,0.086,0.2573
4.5,24000.0,-4.5,0.0862,0.2402
5.0,24000.0,-4.5,0.0863,0.2315
3.0,25000.0,-4.5,0.1111,0.324
3.5,25000.0,-4.5,0.0864,0.2898
4.0,25000.0,-4.5,0.082,0.2611
4.5,25000.0,-4.5,0.0816,0.2429
5.0,25000.0,-4.5,0.082,0.2326
3.0,26000.0,-4.5,0.1075,0.3341
3.5,26000.0,-4.5,0.0836,0.2959
4.0,26000.0,-4.5,0.0777,0.266
4.5,26000.0,-4.5,0.0775,0.2458
5.0,26000.0,-4.5,0.0776,0.2345
3.5,27000.0,-4.5,0.0798,0.3026
4.0,27000.0,-4.5,0.0737,0.2705
4.5,27000.0,-4.5,0.0734,0.249
5.0,27000.0,-4.5,0.0735,0.2366
3.5,28000.0,-4.5,0.0743,0.3083
4.0,28000.0,-4.5,0.0695,0.2746
4.5,28000.0,-4.5,0.0693,0.2517
5.0,28000.0,-4.5,0.0697,0.2382
3.5,29000.0,-4.5,0.0663,0.3128
4.0,29000.0,-4.5,0.0653,0.2768
4.5,29000.0,-4.5,0.0658,0.2528
5.0,29000.0,-4.5,0.0666,0.2383
3.5,30000.0,-4.5,0.0578,0.3169
4.0,30000.0,-4.5,0.06,0.2773
4.5,30000.0,-4.5,0.0619,0.2523
5.0,30000.0,-4.5,0.0633,0.2369
3.5,31000.0,-4.5,0.0481,0.3233
4.0,31000.0,-4.5,0.054,0.2765
4.5,31000.0,-4.5,0.0584,0.249
5.0,31000.0,-4.5,0.0608,0.2328
4.0,32000.0,-4.5,0.0474,0.2761
4.5,32000.0,-4.5,0.0541,0.2451
5.0,32000.0,-4.5,0.058,0.2272
4.0,33000.0,-4.5,0.0398,0.2773
4.5,33000.0,-4.5,0.0497,0.2408
5.0,33000.0,-4.5,0.0552,0.2203
4.0,34000.0,-4.5,0.0304,0.28
4.5,34000.0,-4.5,0.0445,0.2375
5.0,34000.0,-4.5,0.052,0.2138
4.0,35000.0,-4.5,0.0207,0.2818
4.5,35000.0,-4.5,0.0375,0.2357
5.0,35000.0,-4.5,0.0485,0.2076
4.5,37500.0,-4.5,0.0194,0.2285
5.0,37500.0,-4.5,0.0342,0.1952
4.5,40000.0,-4.5,0.0092,0.2218
5.0,40000.0,-4.5,0.0227,0.1819
5.0,42500.0,-4.5,0.0166,0.1755
5.0,45000.0,-4.5,0.0138,0.1744
5.0,47500.0,-4.5,0.0122,0.1755
5.0,50000.0,-4.5,0.0114,0.1771
0.0,3500.0,-4.0,0.7241,0.1463
0.5,3500.0,-4.0,0.6201,0.2265
1.0,3500.0,-4.0,0.4734,0.3338
1.5,3500.0,-4.0,0.3626,0.402
2.0,3500.0,-4.0,0.2955,0.4281
2.5,3500.0,-4.0,0.2692,0.4182
3.0,3500.0,-4.0,0.2697,0.3867
0.0,3750.0,-4.0,0.5686,0.215
0.5,3750.0,-4.0,0.5363,0.2181
1.0,3750.0,-4.0,0.492,0.2203
1.5,3750.0,-4.0,0.4054,0.2577
2.0,3750.0,-4.0,0.2933,0.3278
2.5,3750.0,-4.0,0.2247,0.3747
3.0,3750.0,-4.0,0.2059,0.3845
3.5,3750.0,-4.0,0.2025,0.377
0.0,4000.0,-4.0,0.599,0.048
0.5,4000.0,-4.0,0.5655,0.0804
1.0,4000.0,-4.0,0.5217,0.1223
1.5,4000.0,-4.0,0.4706,0.1703
2.0,4000.0,-4.0,0.3808,0.2386
2.5,4000.0,-4.0,0.2528,0.3391
3.0,4000.0,-4.0,0.1636,0.4026
3.5,4000.0,-4.0,0.1279,0.4245
4.0,4000.0,-4.0,0.1246,0.4252
4.5,4000.0,-4.0,0.8721,-0.0547
0.0,4250.0,-4.0,0.5955,0.0456
0.5,4250.0,-4.0,0.5525,0.0867
1.0,4250.0,-4.0,0.495,0.1421
1.5,4250.0,-4.0,0.437,0.1972
2.0,4250.0,-4.0,0.38,0.25
2.5,4250.0,-4.0,0.3198,0.293
3.0,4250.0,-4.0,0.2168,0.3596
3.5,4250.0,-4.0,0.1166,0.4195
4.0,4250.0,-4.0,0.0612,0.4459
0.0,4500.0,-4.0,0.5768,0.0643
0.5,4500.0,-4.0,0.5372,0.102
1.0,4500.0,-4.0,0.4857,0.1514
1.5,4500.0,-4.0,0.4273,0.2067
2.0,4500.0,-4.0,0.3762,0.2542
2.5,4500.0,-4.0,0.3233,0.3015
3.0,4500.0,-4.0,0.2857,0.3242
3.5,4500.0,-4.0,0.2117,0.3663
4.0,4500.0,-4.0,0.1304,0.4068
4.5,4500.0,-4.0,0.0644,0.4378
5.0,4500.0,-4.0,0.0275,0.4456
0.0,4750.0,-4.0,0.549,0.0908
0.5,4750.0,-4.0,0.5129,0.1252
1.0,4750.0,-4.0,0.4726,0.164
1.5,4750.0,-4.0,0.4226,0.2115
2.0,4750.0,-4.0,0.3708,0.2605
2.5,4750.0,-4.0,0.3281,0.2995
3.0,4750.0,-4.0,0.2938,0.3309
3.5,4750.0,-4.0,0.2548,0.3561
4.0,4750.0,-4.0,0.2068,0.3749
4.5,4750.0,-4.0,0.1438,0.401
5.0,4750.0,-4.0,0.0881,0.4199
0.0,5000.0,-4.0,0.5148,0.1215
0.5,5000.0,-4.0,0.4905,0.1453
1.0,5000.0,-4.0,0.4541,0.1795
1.5,5000.0,-4.0,0.4152,0.2167
2.0,5000.0,-4.0,0.3727,0.2572
2.5,5000.0,-4.0,0.3354,0.2927
3.0,5000.0,-4.0,0.3009,0.3231
3.5,5000.0,-4.0,0.2722,0.3452
4.0,5000.0,-4.0,0.2333,0.3712
4.5,5000.0,-4.0,0.1819,0.3993
5.0,5000.0,-4.0,0.1479,0.403
0.0,5250.0,-4.0,0.4802,0.1507
0.5,5250.0,-4.0,0.4626,0.1678
1.0,5250.0,-4.0,0.4374,0.1921
1.5,5250.0,-4.0,0.4047,0.2228
2.0,5250.0,-4.0,0.3717,0.2551
2.5,5250.0,-4.0,0.3402,0.2853
3.0,5250.0,-4.0,0.312,0.3112
3.5,5250.0,-4.0,0.2851,0.333
4.0,5250.0,-4.0,0.2645,0.3468
4.5,5250.0,-4.0,0.2273,0.3695
5.0,5250.0,-4.0,0.1704,0.4054
0.0,5500.0,-4.0,0.438,0.1857
0.5,5500.0,-4.0,0.4302,0.1938
1.0,5500.0,-4.0,0.4139,0.2096
1.5,5500.0,-4.0,0.3923,0.2301
2.0,5500.0,-4.0,0.3675,0.2543
2.5,5500.0,-4.0,0.3412,0.2794
3.0,5500.0,-4.0,0.3179,0.3007
3.5,5500.0,-4.0,0.2971,0.3197
4.0,5500.0,-4.0,0.2739,0.3366
4.5,5500.0,-4.0,0.2446,0.3559
5.0,5500.0,-4.0,0.2092,0.3776
0.0,5750.0,-4.0,0.571,0.0704
0.5,5750.0,-4.0,0.4002,0.2203
1.0,5750.0,-4.0,0.3873,0.2286
1.5,5750.0,-4.0,0.3761,0.2398
2.0,5750.0,-4.0,0.3585,0.2569
2.5,5750.0,-4.0,0.339,0.2756
3.0,5750.0,-4.0,0.3209,0.2923
3.5,5750.0,-4.0,0.3011,0.3098
4.0,5750.0,-4.0,0.2845,0.323
4.5,5750.0,-4.0,0.2618,0.3388
5.0,5750.0,-4.0,0.2331,0.3579
0.0,6000.0,-4.0,0.547,0.0912
0.5,6000.0,-4.0,0.546,0.0925
1.0,6000.0,-4.0,0.3919,0.2206
1.5,6000.0,-4.0,0.3553,0.2529
2.0,6000.0,-4.0,0.3456,0.2626
2.5,6000.0,-4.0,0.3333,0.274
3.0,6000.0,-4.0,0.3193,0.2868
3.5,6000.0,-4.0,0.3052,0.2994
4.0,6000.0,-4.0,0.2934,0.3095
4.5,6000.0,-4.0,0.2754,0.3227
5.0,6000.0,-4.0,0.2505,0.3401
0.5,6250.0,-4.0,0.5212,0.1137
1.0,6250.0,-4.0,0.5207,0.1128
1.5,6250.0,-4.0,0.3599,0.2439
2.0,6250.0,-4.0,0.3302,0.2709
2.5,6250.0,-4.0,0.3254,0.2752
3.0,6250.0,-4.0,0.3133,0.2852
3.5,6250.0,-4.0,0.3057,0.2917
4.0,6250.0,-4.0,0.2937,0.3025
4.5,6250.0,-4.0,0.2833,0.3101
5.0,6250.0,-4.0,0.2604,0.3264
0.5,6500.0,-4.0,0.4996,0.1318
1.0,6500.0,-4.0,0.4937,0.136
1.5,6500.0,-4.0,0.4937,0.1326
2.0,6500.0,-4.0,0.3291,0.2652
2.5,6500.0,-4.0,0.3057,0.285
3.0,6500.0,-4.0,0.3043,0.286
3.5,6500.0,-4.0,0.2993,0.2901
4.0,6500.0,-4.0,0.2912,0.2976
4.5,6500.0,-4.0,0.2834,0.3037
5.0,6500.0,-4.0,0.2678,0.3149
0.5,6750.0,-4.0,0.4702,0.1584
1.0,6750.0,-4.0,0.4704,0.1546
1.5,6750.0,-4.0,0.4653,0.1563
2.0,6750.0,-4.0,0.467,0.1501
2.5,6750.0,-4.0,0.3042,0.2793
3.0,6750.0,-4.0,0.2881,0.2937
3.5,6750.0,-4.0,0.288,0.2933
4.0,6750.0,-4.0,0.2845,0.296
4.5,6750.0,-4.0,0.2802,0.2999
5.0,6750.0,-4.0,0.2696,0.3075
0.5,7000.0,-4.0,0.4336,0.1912
1.0,7000.0,-4.0,0.4352,0.1853
1.5,7000.0,-4.0,0.4406,0.175
2.0,7000.0,-4.0,0.4383,0.1735
2.5,7000.0,-4.0,0.4408,0.1664
3.0,7000.0,-4.0,0.2826,0.2917
3.5,7000.0,-4.0,0.274,0.2996
4.0,7000.0,-4.0,0.2741,0.2991
4.5,7000.0,-4.0,0.2739,0.299
5.0,7000.0,-4.0,0.2665,0.3042
1.0,7250.0,-4.0,0.3992,0.2147
1.5,7250.0,-4.0,0.407,0.202
2.0,7250.0,-4.0,0.4119,0.1925
2.5,7250.0,-4.0,0.4115,0.1901
3.0,7250.0,-4.0,0.415,0.1825
3.5,7250.0,-4.0,0.2633,0.302
4.0,7250.0,-4.0,0.2607,0.3046
4.5,7250.0,-4.0,0.2634,0.3021
5.0,7250.0,-4.0,0.2605,0.3036
1.0,7500.0,-4.0,0.3626,0.2418
1.5,7500.0,-4.0,0.367,0.2333
2.0,7500.0,-4.0,0.3779,0.2178
2.5,7500.0,-4.0,0.3844,0.2083
3.0,7500.0,-4.0,0.3859,0.2055
3.5,7500.0,-4.0,0.3893,0.1988
4.0,7500.0,-4.0,0.2538,0.3071
4.5,7500.0,-4.0,0.2496,0.3083
5.0,7500.0,-4.0,0.2501,0.307
1.5,7750.0,-4.0,0.3315,0.2576
2.0,7750.0,-4.0,0.3384,0.2469
2.5,7750.0,-4.0,0.352,0.23
3.0,7750.0,-4.0,0.359,0.2222
3.5,7750.0,-4.0,0.3605,0.2209
4.0,7750.0,-4.0,0.364,0.2147
4.5,7750.0,-4.0,0.2362,0.3148
5.0,7750.0,-4.0,0.2371,0.3129
1.5,8000.0,-4.0,0.303,0.2737
2.0,8000.0,-4.0,0.3055,0.2675
2.5,8000.0,-4.0,0.3155,0.2552
3.0,8000.0,-4.0,0.3297,0.2393
3.5,8000.0,-4.0,0.335,0.2353
4.0,8000.0,-4.0,0.3358,0.2359
4.5,8000.0,-4.0,0.3397,0.2296
5.0,8000.0,-4.0,0.2215,0.3207
2.0,8250.0,-4.0,0.2798,0.2802
2.5,8250.0,-4.0,0.2853,0.2725
3.0,8250.0,-4.0,0.2978,0.259
3.5,8250.0,-4.0,0.3108,0.2461
4.0,8250.0,-4.0,0.3125,0.2482
4.5,8250.0,-4.0,0.3139,0.248
5.0,8250.0,-4.0,0.2103,0.326
1.5,8500.0,-4.0,0.2713,0.2831
2.0,8500.0,-4.0,0.2615,0.286
2.5,8500.0,-4.0,0.262,0.2823
3.0,8500.0,-4.0,0.2703,0.2735
3.5,8500.0,-4.0,0.2824,0.2622
4.0,8500.0,-4.0,0.2929,0.2534
4.5,8500.0,-4.0,0.2917,0.2599
5.0,8500.0,-4.0,0.2911,0.261
2.0,8750.0,-4.0,0.2491,0.2877
2.5,8750.0,-4.0,0.245,0.2866
3.0,8750.0,-4.0,0.2489,0.2816
3.5,8750.0,-4.0,0.2577,0.2742
4.0,8750.0,-4.0,0.2696,0.264
4.5,8750.0,-4.0,0.2741,0.263
5.0,8750.0,-4.0,0.2707,0.2718
1.5,9000.0,-4.0,0.2613,0.28
2.0,9000.0,-4.0,0.2402,0.2879
2.5,9000.0,-4.0,0.2331,0.2878
3.0,9000.0,-4.0,0.2333,0.2851
3.5,9000.0,-4.0,0.2388,0.2804
4.0,9000.0,-4.0,0.248,0.2736
4.5,9000.0,-4.0,0.2607,0.263
5.0,9000.0,-4.0,0.2752,0.2493
2.0,9250.0,-4.0,0.2343,0.2872
2.5,9250.0,-4.0,0.2239,0.2881
3.0,9250.0,-4.0,0.2214,0.2866
3.5,9250.0,-4.0,0.2242,0.2835
4.0,9250.0,-4.0,0.2303,0.2795
4.5,9250.0,-4.0,0.2396,0.2731
5.0,9250.0,-4.0,0.2522,0.262
2.0,9500.0,-4.0,0.2293,0.2869
2.5,9500.0,-4.0,0.217,0.2878
3.0,9500.0,-4.0,0.2128,0.2863
3.5,9500.0,-4.0,0.2131,0.2847
4.0,9500.0,-4.0,0.2165,0.2826
4.5,9500.0,-4.0,0.2232,0.2786
5.0,9500.0,-4.0,0.233,0.2713
2.0,9750.0,-4.0,0.225,0.287
2.5,9750.0,-4.0,0.2114,0.2873
3.0,9750.0,-4.0,0.2056,0.286
3.5,9750.0,-4.0,0.2041,0.285
4.0,9750.0,-4.0,0.2058,0.2838
4.5,9750.0,-4.0,0.2102,0.2816
5.0,9750.0,-4.0,0.2169,0.2775
2.0,10000.0,-4.0,0.2207,0.2877
2.5,10000.0,-4.0,0.2066,0.2868
3.0,10000.0,-4.0,0.1999,0.2851
3.5,10000.0,-4.0,0.1969,0.2847
4.0,10000.0,-4.0,0.1972,0.2841
4.5,10000.0,-4.0,0.1996,0.2832
5.0,10000.0,-4.0,0.2043,0.2809
2.0,10500.0,-4.0,0.2134,0.2892
2.5,10500.0,-4.0,0.1975,0.287
3.0,10500.0,-4.0,0.1899,0.2841
3.5,10500.0,-4.0,0.186,0.283
4.0,10500.0,-4.0,0.1843,0.2831
4.5,10500.0,-4.0,0.1844,0.2835
5.0,10500.0,-4.0,0.1854,0.2838
2.5,11000.0,-4.0,0.19,0.2871
3.0,11000.0,-4.0,0.182,0.2827
3.5,11000.0,-4.0,0.1777,0.2805
4.0,11000.0,-4.0,0.1749,0.2807
4.5,11000.0,-4.0,0.1736,0.2817
5.0,11000.0,-4.0,0.1731,0.2831
2.5,11500.0,-4.0,0.1832,0.2876
3.0,11500.0,-4.0,0.1747,0.2818
3.5,11500.0,-4.0,0.1703,0.2786
4.0,11500.0,-4.0,0.1677,0.2777
4.5,11500.0,-4.0,0.1659,0.2786
5.0,11500.0,-4.0,0.1641,0.2808
2.5,12000.0,-4.0,0.1774,0.2883
3.0,12000.0,-4.0,0.1685,0.2809
3.5,12000.0,-4.0,0.1638,0.2766
4.0,12000.0,-4.0,0.161,0.2752
4.5,12000.0,-4.0,0.1593,0.2754
5.0,12000.0,-4.0,0.1572,0.2775
2.5,12500.0,-4.0,0.1725,0.2889
3.0,12500.0,-4.0,0.163,0.2801
3.5,12500.0,-4.0,0.1585,0.2744
4.0,12500.0,-4.0,0.1556,0.2722
4.5,12500.0,-4.0,0.1535,0.2722
5.0,12500.0,-4.0,0.1517,0.2737
2.5,13000.0,-4.0,0.168,0.2899
3.0,13000.0,-4.0,0.1581,0.2794
3.5,13000.0,-4.0,0.1536,0.2725
4.0,13000.0,-4.0,0.1505,0.2695
4.5,13000.0,-4.0,0.1487,0.2688
5.0,13000.0,-4.0,0.1467,0.2702
2.0,14000.0,-4.0,0.1909,0.3028
2.5,14000.0,-4.0,0.1604,0.2926
3.0,14000.0,-4.0,0.1496,0.2788
3.5,14000.0,-4.0,0.145,0.2692
4.0,14000.0,-4.0,0.142,0.2644
4.5,14000.0,-4.0,0.14,0.2627
5.0,14000.0,-4.0,0.1382,0.2632
2.5,15000.0,-4.0,0.1541,0.2965
3.0,15000.0,-4.0,0.1425,0.279
3.5,15000.0,-4.0,0.1376,0.2667
4.0,15000.0,-4.0,0.1349,0.2599
4.5,15000.0,-4.0,0.1329,0.2571
5.0,15000.0,-4.0,0.1311,0.2567
2.5,16000.0,-4.0,0.1489,0.301
3.0,16000.0,-4.0,0.1353,0.281
3.5,16000.0,-4.0,0.1309,0.2655
4.0,16000.0,-4.0,0.1287,0.2562
4.5,16000.0,-4.0,0.1268,0.252
5.0,16000.0,-4.0,0.1254,0.2507
2.5,17000.0,-4.0,0.1452,0.3056
3.0,17000.0,-4.0,0.1286,0.2839
3.5,17000.0,-4.0,0.1243,0.2654
4.0,17000.0,-4.0,0.1228,0.2536
4.5,17000.0,-4.0,0.1215,0.2477
5.0,17000.0,-4.0,0.12,0.2457
2.5,18000.0,-4.0,0.1439,0.31
3.0,18000.0,-4.0,0.1226,0.2871
3.5,18000.0,-4.0,0.118,0.2659
4.0,18000.0,-4.0,0.1168,0.2522
4.5,18000.0,-4.0,0.1161,0.2447
5.0,18000.0,-4.0,0.1152,0.2413
2.5,19000.0,-4.0,0.1453,0.3142
3.0,19000.0,-4.0,0.1178,0.2901
3.5,19000.0,-4.0,0.1118,0.2671
4.0,19000.0,-4.0,0.111,0.2513
4.5,19000.0,-4.0,0.1105,0.2427
5.0,19000.0,-4.0,0.1101,0.2383
3.0,20000.0,-4.0,0.1138,0.2942
3.5,20000.0,-4.0,0.1063,0.2683
4.0,20000.0,-4.0,0.1054,0.2508
4.5,20000.0,-4.0,0.1051,0.241
5.0,20000.0,-4.0,0.105,0.236
3.0,21000.0,-4.0,0.1112,0.2987
3.5,21000.0,-4.0,0.1014,0.2704
4.0,21000.0,-4.0,0.1004,0.2503
4.5,21000.0,-4.0,0.1001,0.2394
5.0,21000.0,-4.0,0.1,0.234
3.0,22000.0,-4.0,0.1095,0.3042
3.5,22000.0,-4.0,0.0971,0.2737
4.0,22000.0,-4.0,0.0954,0.2511
4.5,22000.0,-4.0,0.0954,0.2384
5.0,22000.0,-4.0,0.0952,0.2324
3.0,23000.0,-4.0,0.1091,0.3101
3.5,23000.0,-4.0,0.0932,0.2781
4.0,23000.0,-4.0,0.0907,0.2534
4.5,23000.0,-4.0,0.0908,0.2384
5.0,23000.0,-4.0,0.0907,0.2312
3.0,24000.0,-4.0,0.1098,0.3164
3.5,24000.0,-4.0,0.0898,0.2832
4.0,24000.0,-4.0,0.0861,0.2567
4.5,24000.0,-4.0,0.0863,0.2398
5.0,24000.0,-4.0,0.0863,0.2312
3.0,25000.0,-4.0,0.1109,0.3238
3.5,25000.0,-4.0,0.0863,0.2894
4.0,25000.0,-4.0,0.082,0.2607
4.5,25000.0,-4.0,0.0817,0.2424
5.0,25000.0,-4.0,0.082,0.2323
3.0,26000.0,-4.0,0.1073,0.334
3.5,26000.0,-4.0,0.0834,0.2955
4.0,26000.0,-4.0,0.0777,0.2654
4.5,26000.0,-4.0,0.0778,0.2451
5.0,26000.0,-4.0,0.0777,0.2341
3.5,27000.0,-4.0,0.0796,0.3023
4.0,27000.0,-4.0,0.0737,0.27
4.5,27000.0,-4.0,0.0733,0.2486
5.0,27000.0,-4.0,0.0736,0.2361
3.5,28000.0,-4.0,0.0742,0.3081
4.0,28000.0,-4.0,0.0696,0.2741
4.5,28000.0,-4.0,0.0695,0.2511
5.0,28000.0,-4.0,0.0698,0.2377
3.5,29000.0,-4.0,0.0667,0.3124
4.0,29000.0,-4.0,0.0657,0.276
4.5,29000.0,-4.0,0.0657,0.2525
5.0,29000.0,-4.0,0.0663,0.2383
3.5,30000.0,-4.0,0.0581,0.3166
4.0,30000.0,-4.0,0.0602,0.2769
4.5,30000.0,-4.0,0.0624,0.2515
5.0,30000.0,-4.0,0.0636,0.2363
3.5,31000.0,-4.0,0.0483,0.3233
4.0,31000.0,-4.0,0.0541,0.2764
4.5,31000.0,-4.0,0.0581,0.2492
5.0,31000.0,-4.0,0.0605,0.2329
4.0,32000.0,-4.0,0.0478,0.2759
4.5,32000.0,-4.0,0.0545,0.2447
5.0,32000.0,-4.0,0.0583,0.2267
4.0,33000.0,-4.0,0.0399,0.2773
4.5,33000.0,-4.0,0.0505,0.2402
5.0,33000.0,-4.0,0.0557,0.2199
4.0,34000.0,-4.0,0.0306,0.2801
4.5,34000.0,-4.0,0.0448,0.2374
5.0,34000.0,-4.0,0.0525,0.2134
4.0,35000.0,-4.0,0.0205,0.2822
4.5,35000.0,-4.0,0.0373,0.2361
5.0,35000.0,-4.0,0.0484,0.2078
4.5,37500.0,-4.0,0.0193,0.2288
5.0,37500.0,-4.0,0.0342,0.1952
4.5,40000.0,-4.0,0.0092,0.2221
5.0,40000.0,-4.0,0.0228,0.182
5.0,42500.0,-4.0,0.0166,0.1759
5.0,45000.0,-4.0,0.0136,0.1749
5.0,47500.0,-4.0,0.0122,0.176
5.0,50000.0,-4.0,0.0113,0.1777
0.0,3500.0,-3.5,0.6509,0.0001
0.5,3500.0,-3.5,0.6367,0.0166
1.0,3500.0,-3.5,0.5416,0.1057
1.5,3500.0,-3.5,0.4077,0.2275
2.0,3500.0,-3.5,0.3095,0.3129
2.5,3500.0,-3.5,0.251,0.3636
3.0,3500.0,-3.5,0.2285,0.3902
3.5,3500.0,-3.5,0.2305,0.3988
0.0,3750.0,-3.5,0.6162,0.0323
0.5,3750.0,-3.5,0.6125,0.0412
1.0,3750.0,-3.5,0.5987,0.0625
1.5,3750.0,-3.5,0.4979,0.1535
2.0,3750.0,-3.5,0.3475,0.2833
2.5,3750.0,-3.5,0.2362,0.3747
3.0,3750.0,-3.5,0.1787,0.4215
3.5,3750.0,-3.5,0.1554,0.4419
4.0,3750.0,-3.5,0.1489,0.4641
0.0,4000.0,-3.5,0.6015,0.0425
0.5,4000.0,-3.5,0.5691,0.0765
1.0,4000.0,-3.5,0.5301,0.119
1.5,4000.0,-3.5,0.4859,0.1684
2.0,4000.0,-3.5,0.4067,0.2357
2.5,4000.0,-3.5,0.2768,0.3387
3.0,4000.0,-3.5,0.16,0.4318
3.5,4000.0,-3.5,0.1022,0.4767
4.0,4000.0,-3.5,0.083,0.4953
4.5,4000.0,-3.5,0.1032,0.4681
0.0,4250.0,-3.5,0.5936,0.0481
0.5,4250.0,-3.5,0.554,0.0868
1.0,4250.0,-3.5,0.5006,0.1393
1.5,4250.0,-3.5,0.4431,0.1964
2.0,4250.0,-3.5,0.3886,0.2509
2.5,4250.0,-3.5,0.3337,0.293
3.0,4250.0,-3.5,0.2353,0.3628
3.5,4250.0,-3.5,0.1118,0.4693
4.0,4250.0,-3.5,0.0519,0.5064
4.5,4250.0,-3.5,0.0243,0.5324
0.0,4500.0,-3.5,0.5765,0.0645
0.5,4500.0,-3.5,0.5385,0.1012
1.0,4500.0,-3.5,0.4886,0.1486
1.5,4500.0,-3.5,0.4315,0.2035
2.0,4500.0,-3.5,0.3791,0.2533
2.5,4500.0,-3.5,0.3316,0.2972
3.0,4500.0,-3.5,0.2928,0.323
3.5,4500.0,-3.5,0.2243,0.3641
4.0,4500.0,-3.5,0.1442,0.4062
4.5,4500.0,-3.5,0.0863,0.4301
5.0,4500.0,-3.5,0.0411,0.4602
0.0,4750.0,-3.5,0.5476,0.0919
0.5,4750.0,-3.5,0.5137,0.1241
1.0,4750.0,-3.5,0.4732,0.1631
1.5,4750.0,-3.5,0.4249,0.209
2.0,4750.0,-3.5,0.3786,0.2528
2.5,4750.0,-3.5,0.3387,0.2899
3.0,4750.0,-3.5,0.2957,0.3267
3.5,4750.0,-3.5,0.2612,0.3532
4.0,4750.0,-3.5,0.2151,0.371
4.5,4750.0,-3.5,0.1467,0.4045
5.0,4750.0,-3.5,0.064,0.46
0.0,5000.0,-3.5,0.5152,0.1208
0.5,5000.0,-3.5,0.4895,0.1456
1.0,5000.0,-3.5,0.4551,0.1787
1.5,5000.0,-3.5,0.4169,0.2147
2.0,5000.0,-3.5,0.3771,0.2527
2.5,5000.0,-3.5,0.3387,0.2892
3.0,5000.0,-3.5,0.3064,0.3175
3.5,5000.0,-3.5,0.2764,0.3404
4.0,5000.0,-3.5,0.2371,0.3672
4.5,5000.0,-3.5,0.1844,0.3973
5.0,5000.0,-3.5,0.1261,0.4307
0.0,5250.0,-3.5,0.4788,0.1515
0.5,5250.0,-3.5,0.4621,0.1677
1.0,5250.0,-3.5,0.4362,0.1931
1.5,5250.0,-3.5,0.4063,0.2214
2.0,5250.0,-3.5,0.375,0.2512
2.5,5250.0,-3.5,0.3437,0.2811
